task,seed,variant,sample_id,canary_index,source_prediction,emulator_prediction,hardware_prediction,evaluation_label
shd,5772,original,shd-test-00268,97,18,18,18,18
shd,5772,reset_repaired,shd-test-00268,97,18,18,18,18
shd,8119,original,shd-test-00268,97,18,18,18,18
shd,8119,reset_repaired,shd-test-00268,97,18,18,18,18
shd,1701,original,shd-test-00270,98,13,13,13,13
shd,1701,reset_repaired,shd-test-00270,98,13,13,13,13
shd,2718,original,shd-test-00270,98,13,5,13,13
shd,2718,reset_repaired,shd-test-00270,98,13,13,13,13
shd,3141,original,shd-test-00270,98,5,5,5,13
shd,3141,reset_repaired,shd-test-00270,98,5,5,13,13
shd,5772,original,shd-test-00270,98,13,13,13,13
shd,5772,reset_repaired,shd-test-00270,98,13,5,13,13
shd,8119,original,shd-test-00270,98,13,13,13,13
shd,8119,reset_repaired,shd-test-00270,98,13,13,13,13
shd,1701,original,shd-test-00271,99,3,3,3,3
shd,1701,reset_repaired,shd-test-00271,99,3,3,3,3
shd,2718,original,shd-test-00271,99,3,3,3,3
shd,2718,reset_repaired,shd-test-00271,99,3,3,3,3
shd,3141,original,shd-test-00271,99,3,3,3,3
shd,3141,reset_repaired,shd-test-00271,99,3,3,3,3
shd,5772,original,shd-test-00271,99,3,3,3,3
shd,5772,reset_repaired,shd-test-00271,99,3,3,3,3
shd,8119,original,shd-test-00271,99,3,3,3,3
shd,8119,reset_repaired,shd-test-00271,99,3,3,3,3
dvs,1701,original,dvs-test-00001,0,1,1,1,1
dvs,1701,floor_repaired,dvs-test-00001,0,1,1,1,1
dvs,1701,original,dvs-test-00002,1,10,10,10,10
dvs,1701,floor_repaired,dvs-test-00002,1,10,10,10,10
dvs,1701,original,dvs-test-00003,2,2,2,2,2
dvs,1701,floor_repaired,dvs-test-00003,2,2,2,2,2
dvs,1701,original,dvs-test-00004,3,3,10,10,3
dvs,1701,floor_repaired,dvs-test-00004,3,3,3,3,3
dvs,1701,original,dvs-test-00005,4,4,10,10,4
dvs,1701,floor_repaired,dvs-test-00005,4,4,4,4,4
dvs,1701,original,dvs-test-00007,5,6,9,9,6
dvs,1701,floor_repaired,dvs-test-00007,5,6,6,6,6
dvs,1701,original,dvs-test-00008,6,7,8,8,7
dvs,1701,floor_repaired,dvs-test-00008,6,7,7,7,7
dvs,1701,original,dvs-test-00009,7,10,9,10,8
dvs,1701,floor_repaired,dvs-test-00009,7,10,10,10,8
dvs,1701,original,dvs-test-00010,8,9,9,9,9
dvs,1701,floor_repaired,dvs-test-00010,8,9,9,9,9
dvs,1701,original,dvs-test-00011,9,0,0,0,0
dvs,1701,floor_repaired,dvs-test-00011,9,0,0,0,0
